6942 4
663 2 0.000000000000000e+00
664 0 0.000000000000000e+00
664 1 0.000000000000000e+00
664 2 0.000000000000000e+00
665 0 0.000000000000000e+00
665 1 0.000000000000000e+00
665 2 0.000000000000000e+00
666 0 0.000000000000000e+00
666 1 0.000000000000000e+00
666 2 0.000000000000000e+00
667 0 0.000000000000000e+00
667 1 0.000000000000000e+00
667 2 0.000000000000000e+00
668 0 0.000000000000000e+00
668 1 0.000000000000000e+00
668 2 0.000000000000000e+00
669 0 0.000000000000000e+00
669 1 0.000000000000000e+00
669 2 0.000000000000000e+00
670 0 0.000000000000000e+00
670 1 0.000000000000000e+00
670 2 0.000000000000000e+00
671 0 0.000000000000000e+00
671 1 0.000000000000000e+00
671 2 0.000000000000000e+00
672 0 0.000000000000000e+00
672 1 0.000000000000000e+00
672 2 0.000000000000000e+00
673 0 0.000000000000000e+00
673 1 0.000000000000000e+00
673 2 0.000000000000000e+00
674 0 0.000000000000000e+00
674 1 0.000000000000000e+00
674 2 0.000000000000000e+00
675 0 0.000000000000000e+00
675 1 0.000000000000000e+00
675 2 0.000000000000000e+00
676 0 0.000000000000000e+00
676 1 0.000000000000000e+00
676 2 0.000000000000000e+00
677 0 0.000000000000000e+00
677 1 0.000000000000000e+00
677 2 0.000000000000000e+00
678 0 0.000000000000000e+00
678 1 0.000000000000000e+00
678 2 0.000000000000000e+00
679 0 0.000000000000000e+00
679 1 0.000000000000000e+00
679 2 0.000000000000000e+00
680 0 0.000000000000000e+00
680 1 0.000000000000000e+00
680 2 0.000000000000000e+00
681 0 0.000000000000000e+00
681 1 0.000000000000000e+00
681 2 0.000000000000000e+00
682 0 0.000000000000000e+00
682 1 0.000000000000000e+00
682 2 0.000000000000000e+00
683 0 0.000000000000000e+00
683 1 0.000000000000000e+00
683 2 0.000000000000000e+00
684 0 0.000000000000000e+00
684 1 0.000000000000000e+00
684 2 0.000000000000000e+00
685 0 0.000000000000000e+00
685 1 0.000000000000000e+00
685 2 0.000000000000000e+00
686 0 0.000000000000000e+00
686 1 0.000000000000000e+00
686 2 0.000000000000000e+00
687 0 0.000000000000000e+00
687 1 0.000000000000000e+00
687 2 0.000000000000000e+00
688 0 0.000000000000000e+00
688 1 0.000000000000000e+00
688 2 0.000000000000000e+00
689 0 0.000000000000000e+00
689 1 0.000000000000000e+00
689 2 0.000000000000000e+00
690 0 0.000000000000000e+00
690 1 0.000000000000000e+00
690 2 0.000000000000000e+00
691 0 0.000000000000000e+00
691 1 0.000000000000000e+00
691 2 0.000000000000000e+00
692 0 0.000000000000000e+00
692 1 0.000000000000000e+00
692 2 0.000000000000000e+00
693 0 0.000000000000000e+00
693 1 0.000000000000000e+00
693 2 0.000000000000000e+00
694 0 0.000000000000000e+00
694 1 0.000000000000000e+00
694 2 0.000000000000000e+00
695 0 0.000000000000000e+00
695 1 0.000000000000000e+00
695 2 0.000000000000000e+00
696 0 0.000000000000000e+00
696 1 0.000000000000000e+00
696 2 0.000000000000000e+00
738 0 0.000000000000000e+00
738 1 0.000000000000000e+00
738 2 0.000000000000000e+00
739 0 0.000000000000000e+00
739 1 0.000000000000000e+00
739 2 0.000000000000000e+00
740 0 0.000000000000000e+00
740 1 0.000000000000000e+00
740 2 0.000000000000000e+00
741 0 0.000000000000000e+00
741 1 0.000000000000000e+00
741 2 0.000000000000000e+00
742 0 0.000000000000000e+00
742 1 0.000000000000000e+00
742 2 0.000000000000000e+00
743 0 0.000000000000000e+00
743 1 0.000000000000000e+00
743 2 0.000000000000000e+00
744 0 0.000000000000000e+00
744 1 0.000000000000000e+00
744 2 0.000000000000000e+00
745 0 0.000000000000000e+00
745 1 0.000000000000000e+00
745 2 0.000000000000000e+00
746 0 0.000000000000000e+00
746 1 0.000000000000000e+00
746 2 0.000000000000000e+00
747 0 0.000000000000000e+00
747 1 0.000000000000000e+00
747 2 0.000000000000000e+00
748 0 0.000000000000000e+00
748 1 0.000000000000000e+00
748 2 0.000000000000000e+00
749 0 0.000000000000000e+00
749 1 0.000000000000000e+00
749 2 0.000000000000000e+00
750 0 0.000000000000000e+00
750 1 0.000000000000000e+00
750 2 0.000000000000000e+00
751 0 0.000000000000000e+00
751 1 0.000000000000000e+00
751 2 0.000000000000000e+00
752 0 0.000000000000000e+00
752 1 0.000000000000000e+00
752 2 0.000000000000000e+00
753 0 0.000000000000000e+00
753 1 0.000000000000000e+00
753 2 0.000000000000000e+00
754 0 0.000000000000000e+00
754 1 0.000000000000000e+00
754 2 0.000000000000000e+00
755 0 0.000000000000000e+00
755 1 0.000000000000000e+00
755 2 0.000000000000000e+00
756 0 0.000000000000000e+00
756 1 0.000000000000000e+00
756 2 0.000000000000000e+00
757 0 0.000000000000000e+00
757 1 0.000000000000000e+00
757 2 0.000000000000000e+00
758 0 0.000000000000000e+00
758 1 0.000000000000000e+00
758 2 0.000000000000000e+00
759 0 0.000000000000000e+00
759 1 0.000000000000000e+00
759 2 0.000000000000000e+00
760 0 0.000000000000000e+00
760 1 0.000000000000000e+00
760 2 0.000000000000000e+00
761 0 0.000000000000000e+00
761 1 0.000000000000000e+00
761 2 0.000000000000000e+00
762 0 0.000000000000000e+00
762 1 0.000000000000000e+00
762 2 0.000000000000000e+00
763 0 0.000000000000000e+00
763 1 0.000000000000000e+00
763 2 0.000000000000000e+00
764 0 0.000000000000000e+00
764 1 0.000000000000000e+00
764 2 0.000000000000000e+00
765 0 0.000000000000000e+00
765 1 0.000000000000000e+00
765 2 0.000000000000000e+00
766 0 0.000000000000000e+00
766 1 0.000000000000000e+00
766 2 0.000000000000000e+00
767 0 0.000000000000000e+00
767 1 0.000000000000000e+00
767 2 0.000000000000000e+00
768 0 0.000000000000000e+00
768 1 0.000000000000000e+00
768 2 0.000000000000000e+00
769 0 0.000000000000000e+00
769 1 0.000000000000000e+00
769 2 0.000000000000000e+00
770 0 0.000000000000000e+00
770 1 0.000000000000000e+00
770 2 0.000000000000000e+00
771 0 0.000000000000000e+00
771 1 0.000000000000000e+00
771 2 0.000000000000000e+00
772 0 0.000000000000000e+00
772 1 0.000000000000000e+00
772 2 0.000000000000000e+00
773 0 0.000000000000000e+00
773 1 0.000000000000000e+00
773 2 0.000000000000000e+00
774 0 0.000000000000000e+00
774 1 0.000000000000000e+00
774 2 0.000000000000000e+00
775 0 0.000000000000000e+00
775 1 0.000000000000000e+00
775 2 0.000000000000000e+00
776 0 0.000000000000000e+00
776 1 0.000000000000000e+00
776 2 0.000000000000000e+00
777 0 0.000000000000000e+00
777 1 0.000000000000000e+00
777 2 0.000000000000000e+00
778 0 0.000000000000000e+00
778 1 0.000000000000000e+00
778 2 0.000000000000000e+00
820 0 0.000000000000000e+00
820 1 0.000000000000000e+00
820 2 0.000000000000000e+00
821 0 0.000000000000000e+00
821 1 0.000000000000000e+00
821 2 0.000000000000000e+00
822 0 0.000000000000000e+00
822 1 0.000000000000000e+00
822 2 0.000000000000000e+00
823 0 0.000000000000000e+00
823 1 0.000000000000000e+00
823 2 0.000000000000000e+00
824 0 0.000000000000000e+00
824 1 0.000000000000000e+00
824 2 0.000000000000000e+00
825 0 0.000000000000000e+00
825 1 0.000000000000000e+00
825 2 0.000000000000000e+00
826 0 0.000000000000000e+00
826 1 0.000000000000000e+00
826 2 0.000000000000000e+00
827 0 0.000000000000000e+00
827 1 0.000000000000000e+00
827 2 0.000000000000000e+00
828 0 0.000000000000000e+00
828 1 0.000000000000000e+00
828 2 0.000000000000000e+00
829 0 0.000000000000000e+00
829 1 0.000000000000000e+00
829 2 0.000000000000000e+00
830 0 0.000000000000000e+00
830 1 0.000000000000000e+00
830 2 0.000000000000000e+00
831 0 0.000000000000000e+00
831 1 0.000000000000000e+00
831 2 0.000000000000000e+00
832 0 0.000000000000000e+00
832 1 0.000000000000000e+00
832 2 0.000000000000000e+00
833 0 0.000000000000000e+00
833 1 0.000000000000000e+00
833 2 0.000000000000000e+00
834 0 0.000000000000000e+00
834 1 0.000000000000000e+00
834 2 0.000000000000000e+00
835 0 0.000000000000000e+00
835 1 0.000000000000000e+00
835 2 0.000000000000000e+00
836 0 0.000000000000000e+00
836 1 0.000000000000000e+00
836 2 0.000000000000000e+00
837 0 0.000000000000000e+00
837 1 0.000000000000000e+00
837 2 0.000000000000000e+00
838 0 0.000000000000000e+00
838 1 0.000000000000000e+00
838 2 0.000000000000000e+00
839 0 0.000000000000000e+00
839 1 0.000000000000000e+00
839 2 0.000000000000000e+00
840 0 0.000000000000000e+00
840 1 0.000000000000000e+00
840 2 0.000000000000000e+00
841 0 0.000000000000000e+00
841 1 0.000000000000000e+00
841 2 0.000000000000000e+00
842 0 0.000000000000000e+00
842 1 0.000000000000000e+00
842 2 0.000000000000000e+00
843 0 0.000000000000000e+00
843 1 0.000000000000000e+00
843 2 0.000000000000000e+00
844 0 0.000000000000000e+00
844 1 0.000000000000000e+00
844 2 0.000000000000000e+00
845 0 0.000000000000000e+00
845 1 0.000000000000000e+00
845 2 0.000000000000000e+00
846 0 0.000000000000000e+00
846 1 0.000000000000000e+00
846 2 0.000000000000000e+00
847 0 0.000000000000000e+00
847 1 0.000000000000000e+00
847 2 0.000000000000000e+00
848 0 0.000000000000000e+00
848 1 0.000000000000000e+00
848 2 0.000000000000000e+00
849 0 0.000000000000000e+00
849 1 0.000000000000000e+00
849 2 0.000000000000000e+00
850 0 0.000000000000000e+00
850 1 0.000000000000000e+00
850 2 0.000000000000000e+00
851 0 0.000000000000000e+00
851 1 0.000000000000000e+00
851 2 0.000000000000000e+00
852 0 0.000000000000000e+00
852 1 0.000000000000000e+00
852 2 0.000000000000000e+00
853 0 0.000000000000000e+00
853 1 0.000000000000000e+00
853 2 0.000000000000000e+00
854 0 0.000000000000000e+00
854 1 0.000000000000000e+00
854 2 0.000000000000000e+00
855 0 0.000000000000000e+00
855 1 0.000000000000000e+00
855 2 0.000000000000000e+00
856 0 0.000000000000000e+00
856 1 0.000000000000000e+00
856 2 0.000000000000000e+00
857 0 0.000000000000000e+00
857 1 0.000000000000000e+00
857 2 0.000000000000000e+00
858 0 0.000000000000000e+00
858 1 0.000000000000000e+00
858 2 0.000000000000000e+00
859 0 0.000000000000000e+00
859 1 0.000000000000000e+00
859 2 0.000000000000000e+00
860 0 0.000000000000000e+00
860 1 0.000000000000000e+00
860 2 0.000000000000000e+00
902 0 0.000000000000000e+00
902 1 0.000000000000000e+00
902 2 0.000000000000000e+00
903 0 0.000000000000000e+00
903 1 0.000000000000000e+00
903 2 0.000000000000000e+00
904 0 0.000000000000000e+00
904 1 0.000000000000000e+00
904 2 0.000000000000000e+00
905 0 0.000000000000000e+00
905 1 0.000000000000000e+00
905 2 0.000000000000000e+00
906 0 0.000000000000000e+00
906 1 0.000000000000000e+00
906 2 0.000000000000000e+00
907 0 0.000000000000000e+00
907 1 0.000000000000000e+00
907 2 0.000000000000000e+00
908 0 0.000000000000000e+00
908 1 0.000000000000000e+00
908 2 0.000000000000000e+00
909 0 0.000000000000000e+00
909 1 0.000000000000000e+00
909 2 0.000000000000000e+00
910 0 0.000000000000000e+00
910 1 0.000000000000000e+00
910 2 0.000000000000000e+00
911 0 0.000000000000000e+00
911 1 0.000000000000000e+00
911 2 0.000000000000000e+00
912 0 0.000000000000000e+00
912 1 0.000000000000000e+00
912 2 0.000000000000000e+00
913 0 0.000000000000000e+00
913 1 0.000000000000000e+00
913 2 0.000000000000000e+00
914 0 0.000000000000000e+00
914 1 0.000000000000000e+00
914 2 0.000000000000000e+00
915 0 0.000000000000000e+00
915 1 0.000000000000000e+00
915 2 0.000000000000000e+00
916 0 0.000000000000000e+00
916 1 0.000000000000000e+00
916 2 0.000000000000000e+00
917 0 0.000000000000000e+00
917 1 0.000000000000000e+00
917 2 0.000000000000000e+00
918 0 0.000000000000000e+00
918 1 0.000000000000000e+00
918 2 0.000000000000000e+00
919 0 0.000000000000000e+00
919 1 0.000000000000000e+00
919 2 0.000000000000000e+00
920 0 0.000000000000000e+00
920 1 0.000000000000000e+00
920 2 0.000000000000000e+00
921 0 0.000000000000000e+00
921 1 0.000000000000000e+00
921 2 0.000000000000000e+00
922 0 0.000000000000000e+00
922 1 0.000000000000000e+00
922 2 0.000000000000000e+00
923 0 0.000000000000000e+00
923 1 0.000000000000000e+00
923 2 0.000000000000000e+00
924 0 0.000000000000000e+00
924 1 0.000000000000000e+00
924 2 0.000000000000000e+00
925 0 0.000000000000000e+00
925 1 0.000000000000000e+00
925 2 0.000000000000000e+00
926 0 0.000000000000000e+00
926 1 0.000000000000000e+00
926 2 0.000000000000000e+00
927 0 0.000000000000000e+00
927 1 0.000000000000000e+00
927 2 0.000000000000000e+00
928 0 0.000000000000000e+00
928 1 0.000000000000000e+00
928 2 0.000000000000000e+00
929 0 0.000000000000000e+00
929 1 0.000000000000000e+00
929 2 0.000000000000000e+00
930 0 0.000000000000000e+00
930 1 0.000000000000000e+00
930 2 0.000000000000000e+00
931 0 0.000000000000000e+00
931 1 0.000000000000000e+00
931 2 0.000000000000000e+00
932 0 0.000000000000000e+00
932 1 0.000000000000000e+00
932 2 0.000000000000000e+00
933 0 0.000000000000000e+00
933 1 0.000000000000000e+00
933 2 0.000000000000000e+00
934 0 0.000000000000000e+00
934 1 0.000000000000000e+00
934 2 0.000000000000000e+00
935 0 0.000000000000000e+00
935 1 0.000000000000000e+00
935 2 0.000000000000000e+00
936 0 0.000000000000000e+00
936 1 0.000000000000000e+00
936 2 0.000000000000000e+00
937 0 0.000000000000000e+00
937 1 0.000000000000000e+00
937 2 0.000000000000000e+00
938 0 0.000000000000000e+00
938 1 0.000000000000000e+00
938 2 0.000000000000000e+00
939 0 0.000000000000000e+00
939 1 0.000000000000000e+00
939 2 0.000000000000000e+00
940 0 0.000000000000000e+00
940 1 0.000000000000000e+00
940 2 0.000000000000000e+00
941 0 0.000000000000000e+00
941 1 0.000000000000000e+00
941 2 0.000000000000000e+00
942 0 0.000000000000000e+00
942 1 0.000000000000000e+00
942 2 0.000000000000000e+00
984 0 0.000000000000000e+00
984 1 0.000000000000000e+00
984 2 0.000000000000000e+00
985 0 0.000000000000000e+00
985 1 0.000000000000000e+00
985 2 0.000000000000000e+00
986 0 0.000000000000000e+00
986 1 0.000000000000000e+00
986 2 0.000000000000000e+00
987 0 0.000000000000000e+00
987 1 0.000000000000000e+00
987 2 0.000000000000000e+00
988 0 0.000000000000000e+00
988 1 0.000000000000000e+00
988 2 0.000000000000000e+00
989 0 0.000000000000000e+00
989 1 0.000000000000000e+00
989 2 0.000000000000000e+00
990 0 0.000000000000000e+00
990 1 0.000000000000000e+00
990 2 0.000000000000000e+00
991 0 0.000000000000000e+00
991 1 0.000000000000000e+00
991 2 0.000000000000000e+00
992 0 0.000000000000000e+00
992 1 0.000000000000000e+00
992 2 0.000000000000000e+00
993 0 0.000000000000000e+00
993 1 0.000000000000000e+00
993 2 0.000000000000000e+00
994 0 0.000000000000000e+00
994 1 0.000000000000000e+00
994 2 0.000000000000000e+00
995 0 0.000000000000000e+00
995 1 0.000000000000000e+00
995 2 0.000000000000000e+00
996 0 0.000000000000000e+00
996 1 0.000000000000000e+00
996 2 0.000000000000000e+00
997 0 0.000000000000000e+00
997 1 0.000000000000000e+00
997 2 0.000000000000000e+00
998 0 0.000000000000000e+00
998 1 0.000000000000000e+00
998 2 0.000000000000000e+00
999 0 0.000000000000000e+00
999 1 0.000000000000000e+00
999 2 0.000000000000000e+00
1000 0 0.000000000000000e+00
1000 1 0.000000000000000e+00
1000 2 0.000000000000000e+00
1001 0 0.000000000000000e+00
1001 1 0.000000000000000e+00
1001 2 0.000000000000000e+00
1002 0 0.000000000000000e+00
1002 1 0.000000000000000e+00
1002 2 0.000000000000000e+00
1003 0 0.000000000000000e+00
1003 1 0.000000000000000e+00
1003 2 0.000000000000000e+00
1004 0 0.000000000000000e+00
1004 1 0.000000000000000e+00
1004 2 0.000000000000000e+00
1005 0 0.000000000000000e+00
1005 1 0.000000000000000e+00
1005 2 0.000000000000000e+00
1006 0 0.000000000000000e+00
1006 1 0.000000000000000e+00
1006 2 0.000000000000000e+00
1007 0 0.000000000000000e+00
1007 1 0.000000000000000e+00
1007 2 0.000000000000000e+00
1008 0 0.000000000000000e+00
1008 1 0.000000000000000e+00
1008 2 0.000000000000000e+00
1009 0 0.000000000000000e+00
1009 1 0.000000000000000e+00
1009 2 0.000000000000000e+00
1010 0 0.000000000000000e+00
1010 1 0.000000000000000e+00
1010 2 0.000000000000000e+00
1011 0 0.000000000000000e+00
1011 1 0.000000000000000e+00
1011 2 0.000000000000000e+00
1012 0 0.000000000000000e+00
1012 1 0.000000000000000e+00
1012 2 0.000000000000000e+00
1013 0 0.000000000000000e+00
1013 1 0.000000000000000e+00
1013 2 0.000000000000000e+00
1014 0 0.000000000000000e+00
1014 1 0.000000000000000e+00
1014 2 0.000000000000000e+00
1015 0 0.000000000000000e+00
1015 1 0.000000000000000e+00
1015 2 0.000000000000000e+00
1016 0 0.000000000000000e+00
1016 1 0.000000000000000e+00
1016 2 0.000000000000000e+00
1017 0 0.000000000000000e+00
1017 1 0.000000000000000e+00
1017 2 0.000000000000000e+00
1018 0 0.000000000000000e+00
1018 1 0.000000000000000e+00
1018 2 0.000000000000000e+00
1019 0 0.000000000000000e+00
1019 1 0.000000000000000e+00
1019 2 0.000000000000000e+00
1020 0 0.000000000000000e+00
1020 1 0.000000000000000e+00
1020 2 0.000000000000000e+00
1021 0 0.000000000000000e+00
1021 1 0.000000000000000e+00
1021 2 0.000000000000000e+00
1022 0 0.000000000000000e+00
1022 1 0.000000000000000e+00
1022 2 0.000000000000000e+00
1023 0 0.000000000000000e+00
1023 1 0.000000000000000e+00
1023 2 0.000000000000000e+00
1024 0 0.000000000000000e+00
1024 1 0.000000000000000e+00
1024 2 0.000000000000000e+00
1066 0 0.000000000000000e+00
1066 1 0.000000000000000e+00
1066 2 0.000000000000000e+00
1067 0 0.000000000000000e+00
1067 1 0.000000000000000e+00
1067 2 0.000000000000000e+00
1068 0 0.000000000000000e+00
1068 1 0.000000000000000e+00
1068 2 0.000000000000000e+00
1069 0 0.000000000000000e+00
1069 1 0.000000000000000e+00
1069 2 0.000000000000000e+00
1070 0 0.000000000000000e+00
1070 1 0.000000000000000e+00
1070 2 0.000000000000000e+00
1071 0 0.000000000000000e+00
1071 1 0.000000000000000e+00
1071 2 0.000000000000000e+00
1072 0 0.000000000000000e+00
1072 1 0.000000000000000e+00
1072 2 0.000000000000000e+00
1073 0 0.000000000000000e+00
1073 1 0.000000000000000e+00
1073 2 0.000000000000000e+00
1074 0 0.000000000000000e+00
1074 1 0.000000000000000e+00
1074 2 0.000000000000000e+00
1075 0 0.000000000000000e+00
1075 1 0.000000000000000e+00
1075 2 0.000000000000000e+00
1076 0 0.000000000000000e+00
1076 1 0.000000000000000e+00
1076 2 0.000000000000000e+00
1077 0 0.000000000000000e+00
1077 1 0.000000000000000e+00
1077 2 0.000000000000000e+00
1078 0 0.000000000000000e+00
1078 1 0.000000000000000e+00
1078 2 0.000000000000000e+00
1079 0 0.000000000000000e+00
1079 1 0.000000000000000e+00
1079 2 0.000000000000000e+00
1080 0 0.000000000000000e+00
1080 1 0.000000000000000e+00
1080 2 0.000000000000000e+00
1081 0 0.000000000000000e+00
1081 1 0.000000000000000e+00
1081 2 0.000000000000000e+00
1082 0 0.000000000000000e+00
1082 1 0.000000000000000e+00
1082 2 0.000000000000000e+00
1083 0 0.000000000000000e+00
1083 1 0.000000000000000e+00
1083 2 0.000000000000000e+00
1084 0 0.000000000000000e+00
1084 1 0.000000000000000e+00
1084 2 0.000000000000000e+00
1085 0 0.000000000000000e+00
1085 1 0.000000000000000e+00
1085 2 0.000000000000000e+00
1086 0 0.000000000000000e+00
1086 1 0.000000000000000e+00
1086 2 0.000000000000000e+00
1087 0 0.000000000000000e+00
1087 1 0.000000000000000e+00
1087 2 0.000000000000000e+00
1088 0 0.000000000000000e+00
1088 1 0.000000000000000e+00
1088 2 0.000000000000000e+00
1089 0 0.000000000000000e+00
1089 1 0.000000000000000e+00
1089 2 0.000000000000000e+00
1090 0 0.000000000000000e+00
1090 1 0.000000000000000e+00
1090 2 0.000000000000000e+00
1091 0 0.000000000000000e+00
1091 1 0.000000000000000e+00
1091 2 0.000000000000000e+00
1092 0 0.000000000000000e+00
1092 1 0.000000000000000e+00
1092 2 0.000000000000000e+00
1093 0 0.000000000000000e+00
1093 1 0.000000000000000e+00
1093 2 0.000000000000000e+00
1094 0 0.000000000000000e+00
1094 1 0.000000000000000e+00
1094 2 0.000000000000000e+00
1095 0 0.000000000000000e+00
1095 1 0.000000000000000e+00
1095 2 0.000000000000000e+00
1096 0 0.000000000000000e+00
1096 1 0.000000000000000e+00
1096 2 0.000000000000000e+00
1097 0 0.000000000000000e+00
1097 1 0.000000000000000e+00
1097 2 0.000000000000000e+00
1098 0 0.000000000000000e+00
1098 1 0.000000000000000e+00
1098 2 0.000000000000000e+00
1099 0 0.000000000000000e+00
1099 1 0.000000000000000e+00
1099 2 0.000000000000000e+00
1100 0 0.000000000000000e+00
1100 1 0.000000000000000e+00
1100 2 0.000000000000000e+00
1101 0 0.000000000000000e+00
1101 1 0.000000000000000e+00
1101 2 0.000000000000000e+00
1102 0 0.000000000000000e+00
1102 1 0.000000000000000e+00
1102 2 0.000000000000000e+00
1103 0 0.000000000000000e+00
1103 1 0.000000000000000e+00
1103 2 0.000000000000000e+00
1104 0 0.000000000000000e+00
1104 1 0.000000000000000e+00
1104 2 0.000000000000000e+00
1105 0 0.000000000000000e+00
1105 1 0.000000000000000e+00
1105 2 0.000000000000000e+00
1106 0 0.000000000000000e+00
1106 1 0.000000000000000e+00
1106 2 0.000000000000000e+00
1148 0 0.000000000000000e+00
1148 1 0.000000000000000e+00
1148 2 0.000000000000000e+00
1149 0 0.000000000000000e+00
1149 1 0.000000000000000e+00
1149 2 0.000000000000000e+00
1150 0 0.000000000000000e+00
1150 1 0.000000000000000e+00
1150 2 0.000000000000000e+00
1151 0 0.000000000000000e+00
1151 1 0.000000000000000e+00
1151 2 0.000000000000000e+00
1152 0 0.000000000000000e+00
1152 1 0.000000000000000e+00
1152 2 0.000000000000000e+00
1153 0 0.000000000000000e+00
1153 1 0.000000000000000e+00
1153 2 0.000000000000000e+00
1154 0 0.000000000000000e+00
1154 1 0.000000000000000e+00
1154 2 0.000000000000000e+00
1155 0 0.000000000000000e+00
1155 1 0.000000000000000e+00
1155 2 0.000000000000000e+00
1156 0 0.000000000000000e+00
1156 1 0.000000000000000e+00
1156 2 0.000000000000000e+00
1157 0 0.000000000000000e+00
1157 1 0.000000000000000e+00
1157 2 0.000000000000000e+00
1158 0 0.000000000000000e+00
1158 1 0.000000000000000e+00
1158 2 0.000000000000000e+00
1159 0 0.000000000000000e+00
1159 1 0.000000000000000e+00
1159 2 0.000000000000000e+00
1160 0 0.000000000000000e+00
1160 1 0.000000000000000e+00
1160 2 0.000000000000000e+00
1161 0 0.000000000000000e+00
1161 1 0.000000000000000e+00
1161 2 0.000000000000000e+00
1162 0 0.000000000000000e+00
1162 1 0.000000000000000e+00
1162 2 0.000000000000000e+00
1163 0 0.000000000000000e+00
1163 1 0.000000000000000e+00
1163 2 0.000000000000000e+00
1164 0 0.000000000000000e+00
1164 1 0.000000000000000e+00
1164 2 0.000000000000000e+00
1165 0 0.000000000000000e+00
1165 1 0.000000000000000e+00
1165 2 0.000000000000000e+00
1166 0 0.000000000000000e+00
1166 1 0.000000000000000e+00
1166 2 0.000000000000000e+00
1167 0 0.000000000000000e+00
1167 1 0.000000000000000e+00
1167 2 0.000000000000000e+00
1168 0 0.000000000000000e+00
1168 1 0.000000000000000e+00
1168 2 0.000000000000000e+00
1169 0 0.000000000000000e+00
1169 1 0.000000000000000e+00
1169 2 0.000000000000000e+00
1170 0 0.000000000000000e+00
1170 1 0.000000000000000e+00
1170 2 0.000000000000000e+00
1171 0 0.000000000000000e+00
1171 1 0.000000000000000e+00
1171 2 0.000000000000000e+00
1172 0 0.000000000000000e+00
1172 1 0.000000000000000e+00
1172 2 0.000000000000000e+00
1173 0 0.000000000000000e+00
1173 1 0.000000000000000e+00
1173 2 0.000000000000000e+00
1174 0 0.000000000000000e+00
1174 1 0.000000000000000e+00
1174 2 0.000000000000000e+00
1175 0 0.000000000000000e+00
1175 1 0.000000000000000e+00
1175 2 0.000000000000000e+00
1176 0 0.000000000000000e+00
1176 1 0.000000000000000e+00
1176 2 0.000000000000000e+00
1177 0 0.000000000000000e+00
1177 1 0.000000000000000e+00
1177 2 0.000000000000000e+00
1178 0 0.000000000000000e+00
1178 1 0.000000000000000e+00
1178 2 0.000000000000000e+00
1179 0 0.000000000000000e+00
1179 1 0.000000000000000e+00
1179 2 0.000000000000000e+00
1180 0 0.000000000000000e+00
1180 1 0.000000000000000e+00
1180 2 0.000000000000000e+00
1181 0 0.000000000000000e+00
1181 1 0.000000000000000e+00
1181 2 0.000000000000000e+00
1182 0 0.000000000000000e+00
1182 1 0.000000000000000e+00
1182 2 0.000000000000000e+00
1183 0 0.000000000000000e+00
1183 1 0.000000000000000e+00
1183 2 0.000000000000000e+00
1184 0 0.000000000000000e+00
1184 1 0.000000000000000e+00
1184 2 0.000000000000000e+00
1185 0 0.000000000000000e+00
1185 1 0.000000000000000e+00
1185 2 0.000000000000000e+00
1186 0 0.000000000000000e+00
1186 1 0.000000000000000e+00
1186 2 0.000000000000000e+00
1187 0 0.000000000000000e+00
1187 1 0.000000000000000e+00
1187 2 0.000000000000000e+00
1188 0 0.000000000000000e+00
1188 1 0.000000000000000e+00
1188 2 0.000000000000000e+00
1230 0 0.000000000000000e+00
1230 1 0.000000000000000e+00
1230 2 0.000000000000000e+00
1231 0 0.000000000000000e+00
1231 1 0.000000000000000e+00
1231 2 0.000000000000000e+00
1232 0 0.000000000000000e+00
1232 1 0.000000000000000e+00
1232 2 0.000000000000000e+00
1233 0 0.000000000000000e+00
1233 1 0.000000000000000e+00
1233 2 0.000000000000000e+00
1234 0 0.000000000000000e+00
1234 1 0.000000000000000e+00
1234 2 0.000000000000000e+00
1235 0 0.000000000000000e+00
1235 1 0.000000000000000e+00
1235 2 0.000000000000000e+00
1236 0 0.000000000000000e+00
1236 1 0.000000000000000e+00
1236 2 0.000000000000000e+00
1237 0 0.000000000000000e+00
1237 1 0.000000000000000e+00
1237 2 0.000000000000000e+00
1238 0 0.000000000000000e+00
1238 1 0.000000000000000e+00
1238 2 0.000000000000000e+00
1239 0 0.000000000000000e+00
1239 1 0.000000000000000e+00
1239 2 0.000000000000000e+00
1240 0 0.000000000000000e+00
1240 1 0.000000000000000e+00
1240 2 0.000000000000000e+00
1241 0 0.000000000000000e+00
1241 1 0.000000000000000e+00
1241 2 0.000000000000000e+00
1242 0 0.000000000000000e+00
1242 1 0.000000000000000e+00
1242 2 0.000000000000000e+00
1243 0 0.000000000000000e+00
1243 1 0.000000000000000e+00
1243 2 0.000000000000000e+00
1244 0 0.000000000000000e+00
1244 1 0.000000000000000e+00
1244 2 0.000000000000000e+00
1245 0 0.000000000000000e+00
1245 1 0.000000000000000e+00
1245 2 0.000000000000000e+00
1246 0 0.000000000000000e+00
1246 1 0.000000000000000e+00
1246 2 0.000000000000000e+00
1247 0 0.000000000000000e+00
1247 1 0.000000000000000e+00
1247 2 0.000000000000000e+00
1248 0 0.000000000000000e+00
1248 1 0.000000000000000e+00
1248 2 0.000000000000000e+00
1249 0 0.000000000000000e+00
1249 1 0.000000000000000e+00
1249 2 0.000000000000000e+00
1250 0 0.000000000000000e+00
1250 1 0.000000000000000e+00
1250 2 0.000000000000000e+00
1251 0 0.000000000000000e+00
1251 1 0.000000000000000e+00
1251 2 0.000000000000000e+00
1252 0 0.000000000000000e+00
1252 1 0.000000000000000e+00
1252 2 0.000000000000000e+00
